GAME_DATE_EST,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,PTS
2022-12-14,22200415,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:33:00,11,19,0.579,5,10,0.5,38
2022-12-13,22200410,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,27:19:00,6,17,0.353,3,10,0.3,20
2022-12-10,22200392,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:26:00,12,21,0.571,6,11,0.545,32
2022-12-05,22200359,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:42:00,3,17,0.176,2,10,0.2,12
2022-12-03,22200342,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:32:00,10,21,0.476,8,17,0.471,30
2022-12-02,22200336,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:22:00,6,16,0.375,4,8,0.5,19
2022-11-29,22200310,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:48:00,11,24,0.458,5,14,0.357,32
2022-11-27,22200291,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:37:00,7,17,0.412,4,11,0.364,25
2022-11-25,22200284,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:43:00,13,23,0.565,6,13,0.462,33
2022-11-23,22200271,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,31:41:00,9,20,0.45,4,10,0.4,22
2022-11-20,22200245,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:60,11,20,0.55,7,14,0.5,33
2022-11-18,22200233,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:50:00,9,19,0.474,5,13,0.385,24
2022-11-16,22200220,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:14:00,17,28,0.607,7,11,0.636,50
2022-11-14,22200205,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,27:01:00,5,11,0.455,3,7,0.429,16
2022-11-13,22200197,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:51:00,9,17,0.529,3,9,0.333,27
2022-11-11,22200182,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:00:00,15,23,0.652,6,11,0.545,40
2022-11-07,22200156,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:43:00,17,24,0.708,7,12,0.583,47
2022-11-03,22200118,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:21:00,13,22,0.591,8,15,0.533,39
2022-11-01,22200104,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:29:00,7,14,0.5,4,10,0.4,23
2022-10-30,22200091,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:59:00,10,24,0.417,4,14,0.286,32
2022-10-29,22200082,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:54:00,10,22,0.455,3,13,0.231,31
2022-10-27,22200068,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:56:00,13,22,0.591,7,14,0.5,33
2022-10-25,22200055,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:55:00,7,17,0.412,4,9,0.444,21
2022-10-23,22200042,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,31:21:00,11,22,0.5,7,12,0.583,33
2022-10-21,22200026,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:55:00,10,22,0.455,5,11,0.455,34
2022-10-18,22200002,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:48:00,10,22,0.455,4,13,0.308,33
2022-10-14,12200069,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,26:06:00,4,13,0.308,1,9,0.111,14
2022-10-09,12200040,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,24:42:00,9,18,0.5,2,8,0.25,24
2022-10-02,12200004,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,16:58,7,13,0.538,3,8,0.375,17
2022-09-30,12200001,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,13:05,1,7,0.143,1,4,0.25,6
2022-06-16,42100406,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:55:00,12,21,0.571,6,11,0.545,34
2022-06-13,42100405,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:08:00,7,22,0.318,0,9,0,16
2022-06-10,42100404,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,40:41:00,14,26,0.538,7,14,0.5,43
2022-06-08,42100403,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:08:00,12,22,0.545,6,11,0.545,31
2022-06-05,42100402,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:11:00,9,21,0.429,5,12,0.417,29
2022-06-02,42100401,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:15:00,12,25,0.48,7,14,0.5,34
2022-05-26,42100315,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:49:00,5,17,0.294,2,7,0.286,15
2022-05-24,42100314,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:33:00,7,16,0.438,2,5,0.4,20
2022-05-22,42100313,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:01:00,10,20,0.5,5,10,0.5,31
2022-05-20,42100312,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:01:00,11,21,0.524,6,10,0.6,32
2022-05-18,42100311,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,30:44:00,7,16,0.438,3,9,0.333,21
2022-05-13,42100236,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,40:13:00,10,27,0.37,6,17,0.353,29
2022-05-11,42100235,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,25:00:00,4,10,0.4,3,8,0.375,14
2022-05-09,42100234,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:42:00,10,25,0.4,4,14,0.286,32
2022-05-07,42100233,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:42:00,7,14,0.5,2,8,0.25,30
2022-05-03,42100232,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:26:00,11,25,0.44,3,11,0.273,27
2022-05-01,42100231,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:05:00,8,20,0.4,5,12,0.417,24
2022-04-27,42100165,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:50:00,10,22,0.455,5,11,0.455,30
2022-04-24,42100164,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,36:50:00,10,23,0.435,3,11,0.273,33
2022-04-21,42100163,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,30:43:00,9,17,0.529,3,9,0.333,27
2022-04-18,42100162,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,22:57,12,17,0.706,5,10,0.5,34
2022-04-16,42100161,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,21:41,5,13,0.385,3,6,0.5,16
2022-03-16,22101042,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,13:41,1,4,0.25,1,4,0.25,3
2022-03-14,22101025,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:26:00,16,25,0.64,7,14,0.5,47
2022-03-12,22101008,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:09:00,3,7,0.429,2,4,0.5,8
2022-03-10,22100994,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:58:00,11,21,0.524,5,12,0.417,34
2022-03-08,22100980,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:03:00,5,12,0.417,1,6,0.167,15
2022-03-05,22100959,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:42:00,13,22,0.591,4,9,0.444,30
2022-03-03,22100943,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,40:26:00,8,15,0.533,4,5,0.8,21
2022-03-01,22100930,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:14:00,10,24,0.417,5,16,0.313,34
2022-02-27,22100917,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:04:00,11,25,0.44,3,10,0.3,27
2022-02-24,22100894,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,27:27:00,5,11,0.455,2,7,0.286,18
2022-02-16,22100883,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:05:00,10,19,0.526,1,7,0.143,25
2022-02-14,22100866,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:49:00,11,18,0.611,8,13,0.615,33
2022-02-12,22100854,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:36:00,7,17,0.412,1,8,0.125,24
2022-02-10,22100837,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:08:00,11,25,0.44,5,16,0.313,35
2022-02-09,22100828,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:39:00,5,13,0.385,3,8,0.375,16
2022-02-07,22100813,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:34:00,6,12,0.5,4,10,0.4,18
2022-02-03,22100785,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,31:41:00,7,11,0.636,4,7,0.571,20
2022-01-31,22100764,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:57:00,13,23,0.565,7,14,0.5,40
2022-01-29,22100750,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:31:00,5,18,0.278,3,10,0.3,19
2022-01-27,22100734,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:21:00,10,20,0.5,6,10,0.6,29
2022-01-25,22100720,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,28:59:00,7,16,0.438,2,10,0.2,18
2022-01-23,22100708,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:02:00,5,20,0.25,1,13,0.077,13
2022-01-21,22100694,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:56:00,6,21,0.286,4,13,0.308,22
2022-01-20,22100683,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,43:57:00,12,27,0.444,6,16,0.375,39
2022-01-18,22100667,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,28:33:00,6,11,0.545,4,8,0.5,18
2022-01-14,22100637,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,27:37:00,7,15,0.467,4,10,0.4,19
2022-01-13,22100627,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:15:00,4,11,0.364,2,6,0.333,12
2022-01-11,22100614,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:42:00,8,21,0.381,2,9,0.222,27
2022-01-09,22100604,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:31:00,10,21,0.476,4,11,0.364,28
2022-01-05,22100572,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:04:00,5,24,0.208,1,9,0.111,14
2022-01-03,22100559,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:01:00,3,17,0.176,1,10,0.1,9
2022-01-01,22100544,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:32:00,8,18,0.444,6,12,0.5,28
2021-12-28,22100514,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:05:00,6,16,0.375,5,14,0.357,23
2021-12-25,22100490,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:13:00,10,27,0.37,5,16,0.313,33
2021-12-23,22100485,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:18:00,13,22,0.591,8,14,0.571,46
2021-12-20,22100462,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:14:00,13,27,0.481,4,12,0.333,30
2021-12-17,22100435,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:15:00,8,21,0.381,5,14,0.357,30
2021-12-14,22100414,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:43:00,8,19,0.421,5,14,0.357,22
2021-12-13,22100405,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:21:00,8,20,0.4,5,15,0.333,26
2021-12-11,22100396,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:13:00,6,20,0.3,3,14,0.214,18
2021-12-08,22100376,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:21:00,8,19,0.421,6,17,0.353,22
2021-12-06,22100361,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,30:58:00,8,16,0.5,7,13,0.538,31
2021-12-04,22100346,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:52:00,7,28,0.25,5,17,0.294,27
2021-12-03,22100340,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:24:00,8,20,0.4,6,11,0.545,23
2021-11-30,22100316,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:57:00,4,21,0.19,3,14,0.214,12
2021-11-28,22100300,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:47:00,12,22,0.545,7,13,0.538,33
2021-11-26,22100290,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:04:00,12,25,0.48,6,15,0.4,32
2021-11-24,22100278,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:55:00,9,16,0.563,6,11,0.545,25
2021-11-21,22100252,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:04:00,2,10,0.2,1,6,0.167,12
2021-11-18,22100224,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:22:00,15,27,0.556,9,16,0.563,40
2021-11-16,22100210,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:14:00,12,19,0.632,9,14,0.643,37
2021-11-14,22100194,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:41:00,7,22,0.318,3,13,0.231,24
2021-11-12,22100183,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:13:00,15,24,0.625,9,17,0.529,40
2021-11-10,22100169,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:06:00,8,16,0.5,3,9,0.333,25
2021-11-08,22100152,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:02:00,14,28,0.5,9,19,0.474,50
2021-11-07,22100145,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,26:49:00,8,16,0.5,4,11,0.364,20
2021-11-05,22100130,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29:45:00,5,16,0.313,5,13,0.385,19
2021-11-03,22100117,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:26:00,6,15,0.4,3,11,0.273,15
2021-10-30,22100086,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,27:10:00,7,16,0.438,6,15,0.4,20
2021-10-28,22100070,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,40:40:00,11,29,0.379,7,20,0.35,36
2021-10-26,22100051,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:18:00,6,14,0.429,4,9,0.444,23
2021-10-24,22100039,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:16:00,9,23,0.391,4,15,0.267,27
2021-10-21,22100016,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:33:00,16,25,0.64,8,13,0.615,45
2021-10-19,22100002,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36:11:00,5,21,0.238,2,8,0.25,21
2021-10-15,12100066,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,30:11:00,13,23,0.565,7,14,0.5,41
2021-10-08,12100031,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,26:04:00,12,24,0.5,3,14,0.214,30
2021-10-06,12100019,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,15:20,5,11,0.455,4,6,0.667,14
2021-10-04,12100008,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,19:33,4,10,0.4,3,8,0.375,13
2021-05-21,52000211,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,47:23:00,13,28,0.464,6,15,0.4,39
2021-05-19,52000121,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:37:00,12,23,0.522,6,9,0.667,37
2021-05-16,22001070,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:57:00,16,36,0.444,9,22,0.409,46
2021-05-11,22001039,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:31:00,7,22,0.318,1,11,0.091,21
2021-05-10,22001030,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:55:00,11,25,0.44,3,13,0.231,36
2021-05-08,22001017,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:20:00,14,26,0.538,11,21,0.524,49
2021-05-06,22001001,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:21:00,11,21,0.524,6,13,0.462,34
2021-05-04,22000987,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:07:00,13,31,0.419,8,20,0.4,37
2021-05-03,22000977,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:17:00,14,26,0.538,8,18,0.444,41
2021-05-01,22000958,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:22:00,9,23,0.391,7,17,0.412,30
2021-04-29,22000946,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:51:00,11,27,0.407,6,17,0.353,37
2021-04-27,22000932,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:50:00,9,18,0.5,5,9,0.556,27
2021-04-25,22000915,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:46:00,11,21,0.524,7,14,0.5,37
2021-04-23,22000903,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:44:00,11,18,0.611,4,9,0.444,32
2021-04-21,22000885,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:02:00,7,25,0.28,2,14,0.143,18
2021-04-19,22000870,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:54:00,14,28,0.5,10,17,0.588,49
2021-04-17,22000858,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:07:00,15,27,0.556,11,19,0.579,47
2021-04-15,22000841,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:35:00,12,25,0.48,4,13,0.308,33
2021-04-14,22000836,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:24:00,14,20,0.7,11,16,0.688,42
2021-04-12,22000821,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:42:00,14,24,0.583,10,18,0.556,53
2021-04-10,22000802,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:55:00,13,21,0.619,8,15,0.533,38
2021-04-09,22000798,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:52:00,11,25,0.44,5,12,0.417,32
2021-04-06,22000774,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:47:00,14,21,0.667,5,10,0.5,41
2021-04-04,22000759,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:44:00,12,23,0.522,3,12,0.25,37
2021-04-01,22000733,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:21:00,9,19,0.474,5,11,0.455,36
2021-03-29,22000716,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:16:00,11,24,0.458,6,14,0.429,32
2021-01-01,22000078,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:38:00,9,20,0.45,4,12,0.333,26
2020-12-29,22000047,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:50:00,9,17,0.529,5,9,0.556,31
2020-12-27,22000038,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:26:00,11,25,0.44,5,15,0.333,36
2020-12-25,22000006,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,28:58:00,6,17,0.353,2,10,0.2,19
2020-12-22,22000001,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:19:00,7,21,0.333,2,10,0.2,20
2021-03-17,22000622,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:05:00,7,18,0.389,2,11,0.182,18
2021-03-15,22000608,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:13:00,9,17,0.529,4,7,0.571,27
2021-03-14,22000594,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:38:00,10,20,0.5,6,9,0.667,32
2021-03-11,22000576,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,26:39:00,6,16,0.375,1,8,0.125,14
2021-03-03,22000550,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:17:00,13,28,0.464,5,14,0.357,35
2021-02-28,22000527,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,25:54:00,5,13,0.385,2,7,0.286,16
2021-02-26,22000511,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:53:00,8,15,0.533,3,8,0.375,29
2021-02-24,22000489,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:56:00,7,21,0.333,1,11,0.091,24
2021-02-23,22000483,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:42:00,9,22,0.409,7,14,0.5,37
2021-02-19,22000449,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:08:00,11,29,0.379,6,16,0.375,29
2021-02-17,22000443,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:21:00,8,25,0.32,5,20,0.25,25
2021-02-15,22000424,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:47:00,13,19,0.684,7,11,0.636,36
2021-02-13,22000409,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:38:00,10,17,0.588,2,9,0.222,27
2021-02-11,22000393,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:23:00,14,26,0.538,10,19,0.526,40
2021-02-09,22000378,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:56:00,11,20,0.55,4,10,0.4,32
2021-02-08,22000371,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:37:00,10,17,0.588,6,11,0.545,32
2021-02-06,22000360,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:04:00,19,31,0.613,11,19,0.579,57
2021-02-04,22000339,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:56:00,9,17,0.529,4,10,0.4,28
2021-02-02,22000326,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:10:00,12,21,0.571,7,14,0.5,38
2021-01-30,22000305,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:57:00,11,17,0.647,6,8,0.75,28
2021-01-28,22000286,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:14:00,10,20,0.5,5,10,0.5,27
2021-01-27,22000283,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:13:00,6,17,0.353,4,11,0.364,16
2021-01-25,22000266,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:52:00,11,21,0.524,7,12,0.583,36
2021-01-23,22000242,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,27:06:00,9,18,0.5,5,10,0.5,24
2021-01-21,22000228,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:39:00,9,19,0.474,5,14,0.357,30
2021-01-20,22000223,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:28:00,10,17,0.588,4,8,0.5,26
2021-01-18,22000212,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:37:00,8,22,0.364,3,12,0.25,26
2021-01-14,22000177,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:58:00,14,23,0.609,5,11,0.455,35
2021-01-12,22000163,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:53:00,7,17,0.412,3,8,0.375,20
2021-01-10,22000148,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:12:00,2,16,0.125,1,10,0.1,11
2021-01-08,22000130,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:15:00,13,24,0.542,9,14,0.643,38
2021-01-06,22000116,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:59:00,5,17,0.294,1,6,0.167,13
2021-01-04,22000101,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:34:00,9,18,0.5,5,12,0.417,30
2021-01-03,22000092,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:26:00,18,31,0.581,8,16,0.5,62
2021-01-01,22000078,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:38:00,9,20,0.45,4,12,0.333,26
2020-12-27,22000038,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:26:00,11,25,0.44,5,15,0.333,36
2020-12-22,22000001,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:19:00,7,21,0.333,2,10,0.2,20
2020-12-17,12000038,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,28:58:00,9,23,0.391,6,13,0.462,29
2020-12-15,12000027,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,28:12:00,11,21,0.524,5,13,0.385,29
2020-12-12,12000011,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,21:08,3,10,0.3,2,7,0.286,10
2020-03-05,21900929,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,27:14:00,6,16,0.375,3,12,0.25,23
2012-03-11,21100610,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,9:13,0,3,0,0,1,0,0
2012-03-10,21100602,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,16:19,4,7,0.571,2,4,0.5,10
2012-03-07,21100581,1610612744,GSW,Golden State,201939,Stephen Curry,,,,24:16:00,7,11,0.636,1,2,0.5,15
2012-03-05,21100555,1610612744,GSW,Golden State,201939,Stephen Curry,,,,9:18,5,7,0.714,2,3,0.667,12
2012-02-29,21100516,1610612744,GSW,Golden State,201939,Stephen Curry,,,,0:03,0,0,0,0,0,0,0
2012-02-22,21100496,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,10:00,3,7,0.429,1,3,0.333,9
2012-02-20,21100480,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:16:00,3,6,0.5,3,5,0.6,11
2012-02-18,21100458,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:14:00,13,21,0.619,6,9,0.667,36
2012-02-17,21100453,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,27:56:00,4,13,0.308,3,5,0.6,11
2012-02-15,21100440,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:44:00,3,10,0.3,0,2,0,8
2012-02-13,21100419,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:53:00,3,10,0.3,1,4,0.25,9
2012-02-12,21100412,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:09:00,5,14,0.357,3,6,0.5,14
2012-02-09,21100385,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:55:00,13,17,0.765,6,9,0.667,36
2012-02-07,21100372,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:56:00,7,9,0.778,1,2,0.5,16
2012-02-04,21100353,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:02:00,4,14,0.286,3,8,0.375,11
2012-02-02,21100331,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:15:00,10,14,0.714,2,5,0.4,29
2012-01-31,21100314,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,26:00:00,1,7,0.143,0,3,0,3
2012-01-27,21100284,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,27:22:00,6,16,0.375,2,7,0.286,15
