GAME_DATE_EST,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,PTS
2013-10-08,11300017,1610612744,GSW,Golden State,201939,Stephen Curry,,,,21,4,14,0.286,2,4,0.5,10
2013-10-07,11300014,1610612744,GSW,Golden State,201939,Stephen Curry,,,,27,5,12,0.417,4,7,0.571,23
2013-10-05,11300004,1610612744,GSW,Golden State,201939,Stephen Curry,,,,15,2,6,0.333,0,4,0,5
2013-05-16,41200236,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:26:00,10,25,0.4,2,8,0.25,22
2013-05-14,41200235,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:45:00,4,14,0.286,1,7,0.143,9
2013-05-12,41200234,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:36:00,7,15,0.467,5,10,0.5,22
2013-05-10,41200233,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:28:00,5,17,0.294,3,9,0.333,16
2013-05-08,41200232,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:01:00,7,20,0.35,2,6,0.333,22
2013-05-06,41200231,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,57:56:00,18,35,0.514,6,14,0.429,44
2013-05-02,41200166,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:56:00,6,14,0.429,4,8,0.5,22
2013-04-30,41200165,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:52:00,7,19,0.368,1,6,0.167,15
2013-04-28,41200164,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:06:00,10,16,0.625,6,11,0.545,31
2013-04-26,41200163,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:50:00,8,17,0.471,4,7,0.571,29
2013-04-23,41200162,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:38:00,13,23,0.565,4,10,0.4,30
2013-04-20,41200161,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:56:00,7,20,0.35,4,10,0.4,19
2013-04-17,21201230,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:41:00,5,16,0.313,4,11,0.364,15
2013-04-15,21201212,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:42:00,13,23,0.565,7,13,0.538,35
2013-04-12,21201189,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,44:17:00,17,31,0.548,9,15,0.6,47
2013-04-11,21201175,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:55:00,9,18,0.5,3,6,0.5,22
2013-04-09,21201163,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:10:00,9,21,0.429,2,9,0.222,24
2013-04-07,21201151,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,45:09:00,8,19,0.421,4,9,0.444,22
2013-04-05,21201134,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:58:00,6,15,0.4,3,8,0.375,18
2013-04-03,21201122,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:57:00,6,14,0.429,4,10,0.4,20
2013-03-30,21201094,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:28:00,14,22,0.636,7,12,0.583,39
2013-03-27,21201069,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,45:35:00,5,18,0.278,2,9,0.222,17
2013-03-25,21201053,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:00:00,9,24,0.375,3,9,0.333,25
2013-03-23,21201039,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,31:39:00,13,18,0.722,6,10,0.6,35
2013-03-20,21201016,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:37:00,8,20,0.4,4,8,0.5,24
2013-03-18,21201001,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:40:00,10,19,0.526,6,9,0.667,30
2013-03-17,21200988,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,44:32:00,12,22,0.545,5,11,0.455,29
2013-03-15,21200978,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:48:00,2,13,0.154,0,5,0,8
2013-03-13,21200966,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:54:00,11,17,0.647,5,7,0.714,31
2013-03-11,21200947,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:56:00,9,18,0.5,6,10,0.6,26
2013-03-09,21200933,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:14:00,7,18,0.389,2,6,0.333,16
2013-03-08,21200926,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:55:00,8,21,0.381,3,8,0.375,24
2013-03-06,21200912,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:15:00,3,11,0.273,2,5,0.4,13
2013-03-04,21200895,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:56:00,8,16,0.5,2,5,0.4,26
2013-03-02,21200876,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:55:00,11,20,0.55,3,9,0.333,30
2013-03-01,21200867,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:03:00,6,22,0.273,3,11,0.273,25
2013-02-27,21200853,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,48:00:00,18,28,0.643,11,13,0.846,54
2013-02-26,21200844,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:43:00,14,20,0.7,7,10,0.7,38
2013-02-24,21200832,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:34:00,6,15,0.4,1,5,0.2,18
2013-02-22,21200822,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,44:55:00,6,17,0.353,3,9,0.333,19
2013-02-20,21200808,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:44:00,8,16,0.5,2,6,0.333,20
2013-02-19,21200795,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:32:00,12,22,0.545,4,9,0.444,29
2013-02-12,21200774,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:37:00,10,19,0.526,2,5,0.4,27
2013-02-09,21200750,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:45:00,8,23,0.348,1,3,0.333,18
2013-02-08,21200742,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:54:00,11,22,0.5,4,9,0.444,32
2013-02-06,21200729,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:08:00,5,20,0.25,2,7,0.286,14
2013-02-05,21200718,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,28:10:00,3,12,0.25,1,5,0.2,7
2013-02-02,21200704,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:25:00,11,20,0.55,6,10,0.6,29
2013-01-28,21200659,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,26:16:00,7,12,0.583,1,3,0.333,17
2013-01-26,21200647,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:50:00,8,19,0.421,5,9,0.556,26
2013-01-25,21200636,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:39:00,7,18,0.389,3,7,0.429,21
2013-01-23,21200628,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:36:00,11,27,0.407,3,14,0.214,31
2013-01-21,21200610,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:38:00,9,14,0.643,6,8,0.75,28
2013-01-19,21200596,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:29:00,5,17,0.294,2,8,0.25,20
2013-01-13,21200553,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:01:00,11,18,0.611,7,9,0.778,29
2013-01-11,21200540,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:36:00,7,22,0.318,3,8,0.375,22
2013-01-09,21200526,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,40:31:00,10,22,0.455,4,8,0.5,24
2013-01-05,21200498,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,28:60,4,11,0.364,1,5,0.2,10
2013-01-02,21200475,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:09:00,11,16,0.688,6,8,0.75,31
2012-12-29,21200447,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,34:43:00,8,13,0.615,4,5,0.8,22
2012-12-28,21200436,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:23:00,5,11,0.455,1,4,0.25,11
2012-12-26,21200420,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:51:00,7,18,0.389,4,7,0.571,23
2012-12-22,21200398,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,44:31:00,8,23,0.348,3,10,0.3,20
2012-12-21,21200389,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:41:00,9,17,0.529,8,13,0.615,27
2012-12-19,21200375,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:46:00,11,24,0.458,7,12,0.583,32
2012-12-18,21200365,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:17:00,5,13,0.385,1,3,0.333,13
2012-12-15,21200337,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:12:00,6,20,0.3,3,11,0.273,18
2012-12-14,21200330,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:54:00,8,19,0.421,2,5,0.4,25
2012-12-12,21200314,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:45:00,4,10,0.4,1,3,0.333,9
2012-12-10,21200299,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:33:00,10,22,0.455,4,7,0.571,27
2012-12-08,21200283,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,35:28:00,7,15,0.467,2,8,0.25,22
2012-12-07,21200272,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:59:00,10,19,0.526,5,9,0.556,28
2012-12-05,21200261,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:16:00,7,15,0.467,4,6,0.667,22
2012-12-03,21200250,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,44:12:00,9,21,0.429,3,6,0.5,25
2012-12-01,21200242,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:07:00,7,14,0.5,3,5,0.6,20
2012-11-29,21200221,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,45:07:00,7,17,0.412,4,7,0.571,20
2012-11-24,21200190,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,38:53:00,7,19,0.368,5,10,0.5,20
2012-11-23,21200179,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,25:46:00,2,5,0.4,2,2,1,6
2012-11-21,21200170,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,41:35:00,7,13,0.538,2,4,0.5,25
2012-11-19,21200151,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:16:00,9,21,0.429,3,7,0.429,31
2012-11-18,21200143,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,33:21:00,9,17,0.529,4,8,0.5,22
2012-11-16,21200126,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,29:09:00,7,12,0.583,0,3,0,17
2012-11-14,21200118,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,32:31:00,4,12,0.333,0,5,0,12
2012-11-10,21200089,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,37:12:00,7,17,0.412,3,6,0.5,19
2012-11-09,21200080,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:16:00,6,16,0.375,2,6,0.333,18
2012-11-07,21200065,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,36:28:00,8,14,0.571,2,6,0.333,21
2012-11-05,21200048,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,39:02:00,3,15,0.2,2,6,0.333,12
2012-11-03,21200036,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,43:02:00,6,16,0.375,2,7,0.286,23
2012-11-02,21200026,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,42:30:00,10,20,0.5,6,10,0.6,26
2012-10-31,21200010,1610612744,GSW,Golden State,201939,Stephen Curry,,G,,30:22:00,2,14,0.143,0,6,0,5
2012-10-19,11200076,1610612744,GSW,Golden State,201939,Stephen Curry,,,,12,1,2,0.5,0,0,0,2
2012-10-17,11200063,1610612744,GSW,Golden State,201939,Stephen Curry,,,,23,8,14,0.571,2,4,0.5,19
2012-10-15,11200049,1610612744,GSW,Golden State,201939,Stephen Curry,,,,24,10,15,0.667,4,5,0.8,25
2012-10-08,11200013,1610612744,GSW,Golden State,201939,Stephen Curry,,,,12,1,3,0.333,0,1,0,2
